ADU_index,ADU,essay_id,label,start_ind,end_ind,claim_type,ADU_text
T5,Premise 600 774	such a change has liberated many housewives from tedious cooking process and gave them additional time to do something more meaningful like accompanying family or doing a job,essay219,train,600,774,Premise,such a change has liberated many housewives from tedious cooking process and gave them additional time to do something more meaningful like accompanying family or doing a job
T6,Premise 795 842	more people can sleep a bit later to go to work,essay219,train,795,842,Premise,more people can sleep a bit later to go to work
T7,Premise 851 912	they only need a couple of time to prepare for the breakfasts,essay219,train,851,912,Premise,they only need a couple of time to prepare for the breakfasts
T8,"Claim 935 1061	since food preparation has become easier and more convenient, it is certainly great to preserve diverse kinds of foods at home",essay219,train,935,1061,Claim,"since food preparation has become easier and more convenient, it is certainly great to preserve diverse kinds of foods at home"
T9,Premise 1063 1149	People can have a variety of dishes even in a small meal and choose whatever they like,essay219,train,1063,1149,Premise,People can have a variety of dishes even in a small meal and choose whatever they like
T10,"Premise 1151 1249	More men, on the other hand, are willing to participate in cooking that they had never done before",essay219,train,1151,1249,Premise,"More men, on the other hand, are willing to participate in cooking that they had never done before"
T11,Claim 1251 1321	This transformation may bring positive impacts to family in some cases,essay219,train,1251,1321,Claim,This transformation may bring positive impacts to family in some cases
T1,MajorClaim 211 308	staying with the parents for longer time does more benefits than disadvantages to the young adult,essay220,test,211,308,MajorClaim,staying with the parents for longer time does more benefits than disadvantages to the young adult
T2,MajorClaim 1924 1970	staying longer with parents is a better choice,essay220,test,1924,1970,MajorClaim,staying longer with parents is a better choice
T3,"Claim 1818 1915	living with parents longer brings about memories with parents, less cost, and advice from parents",essay220,test,1818,1915,Claim,"living with parents longer brings about memories with parents, less cost, and advice from parents"
T4,Premise 469 526	the young adult can have more experience with his parents,essay220,test,469,526,Premise,the young adult can have more experience with his parents
T5,Claim 879 916	undergoing with parents is worthwhile,essay220,test,879,916,Claim,undergoing with parents is worthwhile
T6,Premise 528 611	The young adult has to try to create memories with his dad and mom in the early age,essay220,test,528,611,Premise,The young adult has to try to create memories with his dad and mom in the early age
T7,"Premise 613 682	When having a job, it is of low possibilities to work in his hometown",essay220,test,613,682,Premise,"When having a job, it is of low possibilities to work in his hometown"
T8,"Premise 684 805	If he lives with his parents for longer time, they have more chances to share the feelings, exercise, and travel together",essay220,test,684,805,Premise,"If he lives with his parents for longer time, they have more chances to share the feelings, exercise, and travel together"
T9,Premise 807 863	All memories become priceless treasure as time passes by,essay220,test,807,863,Premise,All memories become priceless treasure as time passes by
T10,Premise 1064 1140	he may have to rent a house and the rental would become a burden for parents,essay220,test,1064,1140,Premise,he may have to rent a house and the rental would become a burden for parents
T11,Premise 1152 1208	another daily expense is also the considerable outgoings,essay220,test,1152,1208,Premise,another daily expense is also the considerable outgoings
T12,Premise 1210 1292	Spending much money may not result in what the parents expect their children to be,essay220,test,1210,1292,Premise,Spending much money may not result in what the parents expect their children to be
T13,"Claim 1305 1372	the parents can save money, if their children live with them longer",essay220,test,1305,1372,Claim,"the parents can save money, if their children live with them longer"
T14,Premise 931 976	living at home costs less than living outside,essay220,test,931,976,Premise,living at home costs less than living outside
T15,Premise 978 1051	Learning to be independent means that the young adult needs to leave home,essay220,test,978,1051,Premise,Learning to be independent means that the young adult needs to leave home
T16,Premise 1410 1463	the young adult needs father and mother's suggestions,essay220,test,1410,1463,Premise,the young adult needs father and mother's suggestions
T17,"Premise 1465 1533	When in dilemma, the parents can comfort him and give him a big hand",essay220,test,1465,1533,Premise,"When in dilemma, the parents can comfort him and give him a big hand"
T18,Premise 1535 1642	They are the people who are most familiar with him can give a suitable advice and lead him to the right way,essay220,test,1535,1642,Premise,They are the people who are most familiar with him can give a suitable advice and lead him to the right way
T19,"Premise 1644 1721	If the parents do not help him immediately, he would have to suffer more pain",essay220,test,1644,1721,Premise,"If the parents do not help him immediately, he would have to suffer more pain"
T20,"Claim 1730 1805	taking advice from parents, the young adult can go through obstacles easily",essay220,test,1730,1805,Claim,"taking advice from parents, the young adult can go through obstacles easily"
T1,MajorClaim 260 298	the zoo is invaluable for human beings,essay221,test,260,298,MajorClaim,the zoo is invaluable for human beings
T2,Claim 300 331	It is very crucial for learning,essay221,test,300,331,Claim,It is very crucial for learning
T3,Claim 333 367	It helps animals out of extinction,essay221,test,333,367,Claim,It helps animals out of extinction
T4,Claim 375 410	it is a interesting travel location,essay221,test,375,410,Claim,it is a interesting travel location
T5,Claim 426 460	the zoo gives humans new knowledge,essay221,test,426,460,Claim,the zoo gives humans new knowledge
T6,Premise 583 633	the zoo is the important place for innate learning,essay221,test,583,633,Premise,the zoo is the important place for innate learning
T7,Premise 635 706	The zoo also let students have a chance to learning biology practically,essay221,test,635,706,Premise,The zoo also let students have a chance to learning biology practically
T8,Premise 708 764	They are able to observe animals' behaviors and features,essay221,test,708,764,Premise,They are able to observe animals' behaviors and features
T9,Premise 776 842	practical learning help students relax from a boring lecture class,essay221,test,776,842,Premise,practical learning help students relax from a boring lecture class
T10,Premise 853 934	researchers need the zoo to pick up some examples of animals for their researches,essay221,test,853,934,Premise,researchers need the zoo to pick up some examples of animals for their researches
T11,Premise 943 976	it has diverse species of animals,essay221,test,943,976,Premise,it has diverse species of animals
T12,Claim 988 1068	the zoo preserves a large number of rare animals and provides them safe habitats,essay221,test,988,1068,Claim,the zoo preserves a large number of rare animals and provides them safe habitats
T13,"Premise 1070 1117	In the zoo, there is not so harmful as a forest",essay221,test,1070,1117,Premise,"In the zoo, there is not so harmful as a forest"
T14,"Premise 1119 1179	They, fed by zookeepers, do not need to find food themselves",essay221,test,1119,1179,Premise,"They, fed by zookeepers, do not need to find food themselves"
T15,Premise 1194 1263	we can do artificial insemenation to maintain nearly extinct wildlife,essay221,test,1194,1263,Premise,we can do artificial insemenation to maintain nearly extinct wildlife
T16,"Premise 1285 1384	because of all weird, acute, and beautiful animals in the zoo, it can be a great tourist attraction",essay221,test,1285,1384,Premise,"because of all weird, acute, and beautiful animals in the zoo, it can be a great tourist attraction"
T17,Premise 1386 1451	There are a lot of tourists who seek to see those animals closely,essay221,test,1386,1451,Premise,There are a lot of tourists who seek to see those animals closely
T18,"Premise 1453 1559	If the zoo has a large number of both national and foreign tourists, it will receive a great deal of money",essay221,test,1453,1559,Premise,"If the zoo has a large number of both national and foreign tourists, it will receive a great deal of money"
T19,Claim 1622 1654	It benefits to a certain country,essay221,test,1622,1654,Claim,It benefits to a certain country
T20,"Premise 1561 1620	That also make money flow, and then economics become better",essay221,test,1561,1620,Premise,"That also make money flow, and then economics become better"
T21,"Claim 1672 1784	the zoo not only saves animals in danger of extinction, but also helps people around the world have better lives",essay221,test,1672,1784,Claim,"the zoo not only saves animals in danger of extinction, but also helps people around the world have better lives"
T22,MajorClaim 1808 1842	the zoo is so useful for the earth,essay221,test,1808,1842,MajorClaim,the zoo is so useful for the earth
T1,MajorClaim 1625 1699	parents are really the best teachers who give us much knowledge and advice,essay222,train,1625,1699,MajorClaim,parents are really the best teachers who give us much knowledge and advice
T2,Claim 47 158	parents are the first teachers who teach babies how to walk and speak and make children to become a good person,essay222,train,47,158,Claim,parents are the first teachers who teach babies how to walk and speak and make children to become a good person
T3,Claim 170 290	parents provide their children the best social skills and knowledge in order to prepare for their children's future life,essay222,train,170,290,Claim,parents provide their children the best social skills and knowledge in order to prepare for their children's future life
T4,"Claim 299 383	children are taught basic things, which influence their whole life, by their parents",essay222,train,299,383,Claim,"children are taught basic things, which influence their whole life, by their parents"
T5,"Premise 385 478	As a baby, they do not know any thing all around but they learn everything from their parents",essay222,train,385,478,Premise,"As a baby, they do not know any thing all around but they learn everything from their parents"
T6,Premise 480 610	Parents always try to explain and describe tenderly all things in simple way so that their baby can understand and learn from that,essay222,train,480,610,Premise,Parents always try to explain and describe tenderly all things in simple way so that their baby can understand and learn from that
T7,Premise 626 717	parents bring the whole world of wonderful and colorful thing into their baby's little mind,essay222,train,626,717,Premise,parents bring the whole world of wonderful and colorful thing into their baby's little mind
T8,Claim 727 780	parents train their child how to become a good person,essay222,train,727,780,Claim,parents train their child how to become a good person
T9,Premise 782 863	They always make their children basically say thanks and apology in the right way,essay222,train,782,863,Premise,They always make their children basically say thanks and apology in the right way
T10,Premise 882 947	it is common that they try to explain who is a good or bad person,essay222,train,882,947,Premise,it is common that they try to explain who is a good or bad person
T11,Premise 968 1017	children are shown how to behave well with others,essay222,train,968,1017,Premise,children are shown how to behave well with others
T12,Premise 1045 1165	this can influence positively their future children and makes children's behavior better before they face the real world,essay222,train,1045,1165,Premise,this can influence positively their future children and makes children's behavior better before they face the real world
T13,Claim 1537 1608	parents' support is one factor which makes people succeed in their life,essay222,train,1537,1608,Claim,parents' support is one factor which makes people succeed in their life
T14,Premise 1191 1276	parents are ones who loves their children most and always take care of their children,essay222,train,1191,1276,Premise,parents are ones who loves their children most and always take care of their children
T15,Premise 1284 1369	they tend to provide the best knowledge and advice from their experience for children,essay222,train,1284,1369,Premise,they tend to provide the best knowledge and advice from their experience for children
T16,"Premise 1371 1526	Unlike a professional, parents always support children and give them much social skill so they can communicate well with others and have good habit in life",essay222,train,1371,1526,Premise,"Unlike a professional, parents always support children and give them much social skill so they can communicate well with others and have good habit in life"
T1,MajorClaim 262 320	television has more positive effects than negative effects,essay223,train,262,320,MajorClaim,television has more positive effects than negative effects
T2,Claim 1518 1558	the television can have violent programs,essay223,train,1518,1558,Claim,the television can have violent programs
T3,"Premise 1569 1662	if children can use Tv programs wisely, there are more positive effects than negative effects",essay223,train,1569,1662,Premise,"if children can use Tv programs wisely, there are more positive effects than negative effects"
T4,MajorClaim 1784 1871	I strongly disagree with the statement that television has negative effects on children,essay223,train,1784,1871,MajorClaim,I strongly disagree with the statement that television has negative effects on children
T5,Premise 1674 1763	it has useful and educational programs and quite helpful to relieve stresses for children,essay223,train,1674,1763,Premise,it has useful and educational programs and quite helpful to relieve stresses for children
T6,Claim 378 424	television has useful and educational programs,essay223,train,378,424,Claim,television has useful and educational programs
T7,"Premise 426 519	Not only the up-to-date news, but also there are many programs which has educational purposes",essay223,train,426,519,Premise,"Not only the up-to-date news, but also there are many programs which has educational purposes"
T8,"Premise 521 603	If children can use those programs wisely, they can learn many information from it",essay223,train,521,603,Premise,"If children can use those programs wisely, they can learn many information from it"
T9,"Premise 618 654	in Korea, there's program called EBS",essay223,train,618,654,Premise,"in Korea, there's program called EBS"
T10,Premise 656 695	It is targeted for children to teenager,essay223,train,656,695,Premise,It is targeted for children to teenager
T11,Premise 697 738	We can study subjects through EBS lecture,essay223,train,697,738,Premise,We can study subjects through EBS lecture
T12,Premise 746 819	there are many documentary films such as the life of a great man in Korea,essay223,train,746,819,Premise,there are many documentary films such as the life of a great man in Korea
T13,Premise 821 923	Using those education programs let people get a lot of inspirations instead of having negative effects,essay223,train,821,923,Premise,Using those education programs let people get a lot of inspirations instead of having negative effects
T14,Claim 939 976	Tv is helpful to relieve our stresses,essay223,train,939,976,Claim,Tv is helpful to relieve our stresses
T15,Premise 1030 1075	Many children have a lot of stresses recently,essay223,train,1030,1075,Premise,Many children have a lot of stresses recently
T16,Premise 1083 1121	they have so much pressure about study,essay223,train,1083,1121,Premise,they have so much pressure about study
T17,"Premise 1123 1198	When they are watching sports programs, it's easy to relieve those stresses",essay223,train,1123,1198,Premise,"When they are watching sports programs, it's easy to relieve those stresses"
T18,Premise 1215 1252	I got too much stress from the school,essay223,train,1215,1252,Premise,I got too much stress from the school
T19,Premise 1258 1280	I was quite aggressive,essay223,train,1258,1280,Premise,I was quite aggressive
T20,"Premise 1291 1366	After I watch the soccer match between Korea and Japan, the stress was gone",essay223,train,1291,1366,Premise,"After I watch the soccer match between Korea and Japan, the stress was gone"
T21,Premise 1377 1449	this soccer match helped me to continue my academic career in the school,essay223,train,1377,1449,Premise,this soccer match helped me to continue my academic career in the school
T22,Premise 1457 1490	it helped me to relieve my stress,essay223,train,1457,1490,Premise,it helped me to relieve my stress
T1,MajorClaim 356 428	businesses had better not employ the workers for the whole of their life,essay224,train,356,428,MajorClaim,businesses had better not employ the workers for the whole of their life
T2,MajorClaim 2296 2351	the employer should not hire the staff for a whole life,essay224,train,2296,2351,MajorClaim,the employer should not hire the staff for a whole life
T3,MajorClaim 2372 2460	brilliant bosses are conscious of the need for giving opportunities to diverse employees,essay224,train,2372,2460,MajorClaim,brilliant bosses are conscious of the need for giving opportunities to diverse employees
T4,Claim 493 587	various ideas and creativity from different people are indispensable for a company to flourish,essay224,train,493,587,Claim,various ideas and creativity from different people are indispensable for a company to flourish
T5,"Premise 589 746	The invaluable experience of senior employees can pass down to the young apprentices who get used to new job, but regularly give out creative and novel ideas",essay224,train,589,746,Premise,"The invaluable experience of senior employees can pass down to the young apprentices who get used to new job, but regularly give out creative and novel ideas"
T6,Premise 761 859	the rapid development in every field nowadays requires precise updates and access to new knowledge,essay224,train,761,859,Premise,the rapid development in every field nowadays requires precise updates and access to new knowledge
T7,Premise 872 925	the youngsters are capable of meeting those standards,essay224,train,872,925,Premise,the youngsters are capable of meeting those standards
T8,"Premise 945 1045	they have activeness, inventiveness and enterprise which allow them to complete their jobs perfectly",essay224,train,945,1045,Premise,"they have activeness, inventiveness and enterprise which allow them to complete their jobs perfectly"
T9,Premise 1047 1115	These vital factors can decide whether the company can thrive or not,essay224,train,1047,1115,Premise,These vital factors can decide whether the company can thrive or not
T10,Claim 1127 1195	the staff soon gets boring with their stable job in such a long time,essay224,train,1127,1195,Claim,the staff soon gets boring with their stable job in such a long time
T11,"Premise 1197 1288	At a certain time, they may presume that a securing job is the most important and necessary",essay224,train,1197,1288,Premise,"At a certain time, they may presume that a securing job is the most important and necessary"
T12,Premise 1297 1341	they need to earn money to manage their life,essay224,train,1297,1341,Premise,they need to earn money to manage their life
T13,Premise 1355 1468	the bulk of them realize that high promotion and competition can assist them to improve their skills and horizons,essay224,train,1355,1468,Premise,the bulk of them realize that high promotion and competition can assist them to improve their skills and horizons
T14,Premise 1475 1509	Many people enjoy challenging them,essay224,train,1475,1509,Premise,Many people enjoy challenging them
T15,Premise 1518 1569	they don not want to be monotonous and passive ones,essay224,train,1518,1569,Premise,they don not want to be monotonous and passive ones
T16,Premise 1571 1630	The same-old-same-old environment soon makes them depressed,essay224,train,1571,1630,Premise,The same-old-same-old environment soon makes them depressed
T17,Premise 1635 1695	this situation will have an adverse impact on the enterprise,essay224,train,1635,1695,Premise,this situation will have an adverse impact on the enterprise
T18,Claim 1826 1904	the businesses ought to recruit many workers so as to tackle this aching issue,essay224,train,1826,1904,Claim,the businesses ought to recruit many workers so as to tackle this aching issue
T19,Premise 1718 1809	the economic crisis and financial recession result in a tremendous increase in unemployment,essay224,train,1718,1809,Premise,the economic crisis and financial recession result in a tremendous increase in unemployment
T20,Premise 1906 1967	It enables the jobless to better their life and earn a living,essay224,train,1906,1967,Premise,It enables the jobless to better their life and earn a living
T21,Premise 1982 2115	the factories and companies will have abundant human sources to ensure the pace of manufacture and also devising lots of unique ideas,essay224,train,1982,2115,Premise,the factories and companies will have abundant human sources to ensure the pace of manufacture and also devising lots of unique ideas
T1,MajorClaim 83 129	childhood is the happiest period of one's life,essay225,train,83,129,MajorClaim,childhood is the happiest period of one's life
T2,"Claim 131 350	It's not only the lack of responsibilities and daily struggle that make childhood the happiest time of our lives, but also factors like learning lots of new things every day and freedom to imagine and say what you think",essay225,train,131,350,Claim,"It's not only the lack of responsibilities and daily struggle that make childhood the happiest time of our lives, but also factors like learning lots of new things every day and freedom to imagine and say what you think"
T3,"Claim 615 715	during our childhood, though responsibilies exist, we are much more free to do what we would like to",essay225,train,615,715,Claim,"during our childhood, though responsibilies exist, we are much more free to do what we would like to"
T4,Premise 717 864	Being late for school or laughing at a place where you aren't supposed to do not have consequences as serious as that would be if you were an adult,essay225,train,717,864,Premise,Being late for school or laughing at a place where you aren't supposed to do not have consequences as serious as that would be if you were an adult
T5,"Premise 352 449	Starting with our adulthood, we are strictly bounded with our responsibilities in our daily lives",essay225,train,352,449,Premise,"Starting with our adulthood, we are strictly bounded with our responsibilities in our daily lives"
T6,"Premise 451 539	We are told at what hour we shall wake up, how we shall dress up and how we shall behave",essay225,train,451,539,Premise,"We are told at what hour we shall wake up, how we shall dress up and how we shall behave"
T7,Premise 541 609	Every action we make are watched closely and judged by the community,essay225,train,541,609,Premise,Every action we make are watched closely and judged by the community
T8,Claim 1227 1294	childhood is the period of time in which a person is surprised most,essay225,train,1227,1294,Claim,childhood is the period of time in which a person is surprised most
T9,"Premise 1123 1214	There are lots of new facts you can learn, stories you can listen to and things you can see",essay225,train,1123,1214,Premise,"There are lots of new facts you can learn, stories you can listen to and things you can see"
T10,Premise 867 1002	Another great thing about being a child is possibility learning new and interesting things about the world you live in every single day,essay225,train,867,1002,Premise,Another great thing about being a child is possibility learning new and interesting things about the world you live in every single day
T11,Premise 1004 1121	Being a child means that you are new in this world and every single thing around you is there to be discovered by you,essay225,train,1004,1121,Premise,Being a child means that you are new in this world and every single thing around you is there to be discovered by you
T12,"Premise 1396 1558	Children are not judged about the things they say as much as the adults, and freedom to express yourself is a very important for developing a colorful imagination",essay225,train,1396,1558,Premise,"Children are not judged about the things they say as much as the adults, and freedom to express yourself is a very important for developing a colorful imagination"
T13,"Premise 1560 1627	In adulthood, people are forced to express themselves in boundaries",essay225,train,1560,1627,Premise,"In adulthood, people are forced to express themselves in boundaries"
T14,Premise 1639 1696	they are in no way free to think or use their imagination,essay225,train,1639,1696,Premise,they are in no way free to think or use their imagination
T15,Claim 1296 1394	Using your imagination and saying what you think freely is another great thing about being a child,essay225,train,1296,1394,Claim,Using your imagination and saying what you think freely is another great thing about being a child
T16,"MajorClaim 1698 1764	Childhood, in several aspects, is the happiest period of our lives",essay225,train,1698,1764,MajorClaim,"Childhood, in several aspects, is the happiest period of our lives"
T17,"Claim 1766 1886	It's not only because of the nature of childhood and children, but also the way our lives are changed when we are adults",essay225,train,1766,1886,Claim,"It's not only because of the nature of childhood and children, but also the way our lives are changed when we are adults"
T1,Claim 200 220	life changes rapidly,essay226,train,200,220,Claim,life changes rapidly
T2,"MajorClaim 222 344	there are many things in the past that we can learn about, such as mistakes, success and knowledge in many fields of study",essay226,train,222,344,MajorClaim,"there are many things in the past that we can learn about, such as mistakes, success and knowledge in many fields of study"
T3,"MajorClaim 1968 2058	the past's mistakes, success and knowledge all have crucial impact on people's lives today",essay226,train,1968,2058,MajorClaim,"the past's mistakes, success and knowledge all have crucial impact on people's lives today"
T4,Claim 823 883	past obviously saves ourselves a bunch of failures and times,essay226,train,823,883,Claim,past obviously saves ourselves a bunch of failures and times
T5,"Premise 462 581	As everyone's life is too short to risk trying anything without any prepare, we all should learn about other's mistakes",essay226,train,462,581,Premise,"As everyone's life is too short to risk trying anything without any prepare, we all should learn about other's mistakes"
T6,Premise 590 623	we can avoid making the same ones,essay226,train,590,623,Premise,we can avoid making the same ones
T7,"Premise 625 810	Each mistake, from the smallest to the bigger one, is a treasure of experience, which, if we can make full use of, will make us well-prepared for many complicated situations of our life",essay226,train,625,810,Premise,"Each mistake, from the smallest to the bigger one, is a treasure of experience, which, if we can make full use of, will make us well-prepared for many complicated situations of our life"
T8,Premise 361 460	the predecessors' mistakes are the first thing that we should consider when learning about the past,essay226,train,361,460,Premise,the predecessors' mistakes are the first thing that we should consider when learning about the past
T9,Premise 1040 1094	others' accomplishment can be served as the direct way,essay226,train,1040,1094,Premise,others' accomplishment can be served as the direct way
T10,Claim 895 959	people's success in the past is as significant as those mistakes,essay226,train,895,959,Claim,people's success in the past is as significant as those mistakes
T11,Premise 961 1038	If the predecessors' mistakes are the indirect way that leads us to the goals,essay226,train,961,1038,Premise,If the predecessors' mistakes are the indirect way that leads us to the goals
T12,"Premise 1096 1265	By looking into the ways other people use to achieve their targets, we have the chance to make those mine, put them into practice and, of course, be successful like them",essay226,train,1096,1265,Premise,"By looking into the ways other people use to achieve their targets, we have the chance to make those mine, put them into practice and, of course, be successful like them"
T13,"Premise 1281 1425	Edison's statement ""Genius is 1 percent inspiration and 99 percent perspiration"" is still helpful for everyone today, and probably in the future",essay226,train,1281,1425,Premise,"Edison's statement ""Genius is 1 percent inspiration and 99 percent perspiration"" is still helpful for everyone today, and probably in the future"
T14,"Claim 1448 1531	the past is the basis in which people can use to develope new knowledge, inventions",essay226,train,1448,1531,Claim,"the past is the basis in which people can use to develope new knowledge, inventions"
T15,"Premise 1533 1621	If it had not been for those knowledge in the past, we could never be as modern as today",essay226,train,1533,1621,Premise,"If it had not been for those knowledge in the past, we could never be as modern as today"
T16,Premise 1623 1738	How can America be the world's leading country if Columbus did not accidentally discover it in his search for India,essay226,train,1623,1738,Premise,How can America be the world's leading country if Columbus did not accidentally discover it in his search for India
T17,Premise 1740 1847	How can the comtemporary scientists study the earth's gravity without the apple which fall on Newton's head,essay226,train,1740,1847,Premise,How can the comtemporary scientists study the earth's gravity without the apple which fall on Newton's head
T18,Premise 1849 1920	They are only some of many precious knowledge that the past presents us,essay226,train,1849,1920,Premise,They are only some of many precious knowledge that the past presents us
T19,Premise 1922 1954	We cannot ignore them in any way,essay226,train,1922,1954,Premise,We cannot ignore them in any way
T1,MajorClaim 295 402	spending the budget for space exploration is an important activity to save living of humanity in the future,essay227,test,295,402,MajorClaim,spending the budget for space exploration is an important activity to save living of humanity in the future
T2,MajorClaim 1459 1518	spending budget for space exploring is not the waste budget,essay227,test,1459,1518,MajorClaim,spending budget for space exploring is not the waste budget
T3,Claim 1528 1573	it may helps to save civilization of humanity,essay227,test,1528,1573,Claim,it may helps to save civilization of humanity
T4,Premise 405 490	Many governments believe that space exploration is an activity that wastes the budget,essay227,test,405,490,Premise,Many governments believe that space exploration is an activity that wastes the budget
T5,Premise 498 600	the essential challenge of humanity in the future would be the discovery of a new place for the living,essay227,test,498,600,Premise,the essential challenge of humanity in the future would be the discovery of a new place for the living
T7,Claim 941 1011	it is very significant to find a new place for living in other planets,essay227,test,941,1011,Claim,it is very significant to find a new place for living in other planets
T6,"Premise 798 928	In during history, our planet is threatening by many of other planets or stars and it is an enormous danger for living of humanity",essay227,test,798,928,Premise,"In during history, our planet is threatening by many of other planets or stars and it is an enormous danger for living of humanity"
T8,"Premise 602 796	In 20th century, although human being succeeded to achieve out of space by means of new technologies such as rockets, but finding a new place for living in another planet is impossible until now",essay227,test,602,796,Premise,"In 20th century, although human being succeeded to achieve out of space by means of new technologies such as rockets, but finding a new place for living in another planet is impossible until now"
T9,"Premise 1088 1199	In the future, many countries will try to prevent attach of other countries by using and invention new missiles",essay227,test,1088,1199,Premise,"In the future, many countries will try to prevent attach of other countries by using and invention new missiles"
T10,Claim 1380 1445	space exploration will use as a military power for many countries,essay227,test,1380,1445,Claim,space exploration will use as a military power for many countries
T11,Premise 1286 1365	Both countries tried to send man to the moon and show their power to each other,essay227,test,1286,1365,Premise,Both countries tried to send man to the moon and show their power to each other
T12,"Premise 1201 1284	In the past, the space race happened between the United Stated and the Soviet Union",essay227,test,1201,1284,Premise,"In the past, the space race happened between the United Stated and the Soviet Union"
T13,Premise 1014 1086	Space exploration has used as a tools for military power in the cold war,essay227,test,1014,1086,Premise,Space exploration has used as a tools for military power in the cold war
T1,MajorClaim 355 451	TV programs are among the popular topics in every day talk as well as a great time for gathering,essay228,train,355,451,MajorClaim,TV programs are among the popular topics in every day talk as well as a great time for gathering
T2,Claim 465 529	Modern TV has smart system that let you be connected with people,essay228,train,465,529,Claim,Modern TV has smart system that let you be connected with people
T3,Claim 548 582	watching TV take a lot of your day,essay228,train,548,582,Claim,watching TV take a lot of your day
T4,Premise 597 720	it makes people meet and start a conversation about what they watch at other times like weather forecast and sport programs,essay228,train,597,720,Premise,it makes people meet and start a conversation about what they watch at other times like weather forecast and sport programs
T5,Claim 730 781	people like having meals while they are watching TV,essay228,train,730,781,Claim,people like having meals while they are watching TV
T6,Claim 783 858	Families usually tend to watch television either with each other or friends,essay228,train,783,858,Claim,Families usually tend to watch television either with each other or friends
T7,Premise 872 962	my friends and I used to sit together and enjoy watching movies using VHS player at nights,essay228,train,872,962,Premise,my friends and I used to sit together and enjoy watching movies using VHS player at nights
T8,Premise 964 1013	It was fun and a little bit similar to the cinema,essay228,train,964,1013,Premise,It was fun and a little bit similar to the cinema
T9,Premise 1023 1058	TV can be one of communication ways,essay228,train,1023,1058,Premise,TV can be one of communication ways
T10,"Premise 1070 1199	TV can be connected to multimedia devices that have smart operating system like Google TV, WDTV using Skype, tango and other apps",essay228,train,1070,1199,Premise,"TV can be connected to multimedia devices that have smart operating system like Google TV, WDTV using Skype, tango and other apps"
T11,Premise 1213 1263	Teenagers can play games online with their friends,essay228,train,1213,1263,Premise,Teenagers can play games online with their friends
T12,Claim 1275 1320	we can communicate with each other through TV,essay228,train,1275,1320,Claim,we can communicate with each other through TV
T13,MajorClaim 1544 1585	TV helps you to get connected with people,essay228,train,1544,1585,MajorClaim,TV helps you to get connected with people
T14,Claim 1334 1397	TV may take some of your time away from your family and friends,essay228,train,1334,1397,Claim,TV may take some of your time away from your family and friends
T15,Claim 1402 1470	it can also make family get together and help to get in conversation,essay228,train,1402,1470,Claim,it can also make family get together and help to get in conversation
T16,Claim 1483 1520	it's one way of recent communications,essay228,train,1483,1520,Claim,it's one way of recent communications
T1,MajorClaim 336 389	friendship is more important than mistake by a friend,essay229,test,336,389,MajorClaim,friendship is more important than mistake by a friend
T2,Claim 400 419	mistake is terrible,essay229,test,400,419,Claim,mistake is terrible
T3,Premise 501 571	a mistake does not last for a long time but a friendship lasts forever,essay229,test,501,571,Premise,a mistake does not last for a long time but a friendship lasts forever
T4,Premise 573 607	Anybody does not remember mistakes,essay229,test,573,607,Premise,Anybody does not remember mistakes
T5,"Premise 609 666	If someone remembers mistake, he or she has a closed mind",essay229,test,609,666,Premise,"If someone remembers mistake, he or she has a closed mind"
T6,Premise 687 721	mistakes will be forgotten quickly,essay229,test,687,721,Premise,mistakes will be forgotten quickly
T7,Premise 736 795	my friend Lee made a mistake that he broke my precious gift,essay229,test,736,795,Premise,my friend Lee made a mistake that he broke my precious gift
T8,"Premise 806 873	I forgot about it just after two days, and I felt at peace with him",essay229,test,806,873,Premise,"I forgot about it just after two days, and I felt at peace with him"
T9,Claim 921 964	mistake is more forgettable than friendship,essay229,test,921,964,Claim,mistake is more forgettable than friendship
T10,Premise 1301 1331	a friend is a gift of our life,essay229,test,1301,1331,Premise,a friend is a gift of our life
T11,"Premise 1197 1292	when the mistake friend made was not a big problem, we need to understand friend and forgive it",essay229,test,1197,1292,Premise,"when the mistake friend made was not a big problem, we need to understand friend and forgive it"
T12,"Premise 1333 1409	According to a research, 85% of people answered that a best gift is a friend",essay229,test,1333,1409,Premise,"According to a research, 85% of people answered that a best gift is a friend"
T13,"Premise 1116 1186	if a friend makes very a big mistake, we will need to end a friendship",essay229,test,1116,1186,Premise,"if a friend makes very a big mistake, we will need to end a friendship"
T14,"Premise 1009 1106	if you end a friendship whenever your friend makes a mistake, there will be no friends around you",essay229,test,1009,1106,Premise,"if you end a friendship whenever your friend makes a mistake, there will be no friends around you"
T15,Claim 975 998	Everybody makes mistake,essay229,test,975,998,Claim,Everybody makes mistake
T16,MajorClaim 1424 1477	a mistake can not brake friendship if it is not a big,essay229,test,1424,1477,MajorClaim,a mistake can not brake friendship if it is not a big
T17,Claim 1486 1525	friendship is forever and gift our life,essay229,test,1486,1525,Claim,friendship is forever and gift our life
T1,MajorClaim 468 559	it is the best way for teenage children to take a part-time job to prepare their adult life,essay230,train,468,559,MajorClaim,it is the best way for teenage children to take a part-time job to prepare their adult life
T2,Claim 721 773	it is an oppertunity to learn how to deal with money,essay230,train,721,773,Claim,it is an oppertunity to learn how to deal with money
T3,"Premise 798 878	when I was 16, I found a job during summer vacation and earned some money by own",essay230,train,798,878,Premise,"when I was 16, I found a job during summer vacation and earned some money by own"
